Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-03T09:21:54.015Z","Included","claude-4.5-opus-high","Yes","1718","0","50466","456","52640","0.03"
"2025-12-03T09:21:49.649Z","Included","claude-4.5-opus-high","Yes","762","0","49704","1580","52046","0.05"
"2025-12-03T09:21:38.414Z","Included","claude-4.5-opus-high","Yes","8366","0","41338","151","49855","0.06"
"2025-12-03T09:21:36.460Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T09:21:28.835Z","Included","claude-4.5-opus-high","Yes","10127","0","31211","307","41645","0.06"
"2025-12-03T09:21:26.504Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T09:21:18.577Z","Included","claude-4.5-opus-high","Yes","5924","0","25287","172","31383","0.04"
"2025-12-03T09:21:17.466Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T09:21:09.234Z","Included","claude-4.5-opus-high","Yes","5497","0","19790","190","25477","0.04"
"2025-12-03T09:21:07.387Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T09:21:05.651Z","Included","claude-4.5-opus-high","Yes","1209","30","18581","202","20022","0.02"
"2025-12-03T09:18:31.965Z","Included","claude-4.5-opus-high","Yes","338","810","18243","401","19792","0.02"
"2025-12-03T09:17:45.549Z","Included","claude-4.5-opus-high","Yes","1480","0","16763","340","18583","0.02"
"2025-12-03T09:17:37.783Z","Included","claude-4.5-opus-high","Yes","271","0","16492","1343","18106","0.03"
"2025-12-03T09:17:29.385Z","Included","claude-4.5-opus-high","Yes","2690","0","13802","218","16710","0.02"
"2025-12-03T09:17:26.231Z","Included","claude-4.5-opus-high","Yes","1945","1","11857","138","13941","0.02"
"2025-12-03T09:12:53.394Z","Included","claude-4.5-opus-high","Yes","3102","0","16375","944","20421","0.04"
"2025-12-03T09:12:46.001Z","Included","claude-4.5-opus-high","Yes","628","0","15747","120","16495","0.01"
"2025-12-03T09:12:43.774Z","Included","claude-4.5-opus-high","Yes","316","190","15431","131","16068","0.01"
"2025-12-03T09:11:39.348Z","Included","claude-4.5-opus-high","Yes","2596","0","12835","318","15749","0.02"
"2025-12-03T09:11:37.709Z","Included","claude-4.5-opus-high","Yes","1508","1","11327","127","12963","0.01"
"2025-12-03T09:10:15.229Z","Included","claude-4.5-opus-high","Yes","2346","0","97822","284","100452","0.05"
"2025-12-03T09:10:05.383Z","Included","claude-4.5-opus-high","Yes","144","0","97678","2185","100007","0.08"
"2025-12-03T09:09:54.212Z","Included","claude-4.5-opus-high","Yes","4822","0","92856","86","97764","0.06"
"2025-12-03T09:09:51.844Z","Included","claude-4.5-opus-high","Yes","225","400","92631","117","93373","0.04"
"2025-12-03T09:09:29.796Z","Included","claude-4.5-opus-high","Yes","1302","0","91329","227","92858","0.04"
"2025-12-03T09:09:25.031Z","Included","claude-4.5-opus-high","Yes","80002","1023","11327","145","92497","0.37"
"2025-12-03T09:03:11.054Z","Included","claude-4.5-opus-high","Yes","929","123","126828","602","128482","0.06"
"2025-12-03T09:01:54.723Z","Included","claude-4.5-opus-high","Yes","115501","427","11327","504","127759","0.53"
"2025-12-03T08:53:35.273Z","Included","claude-4.5-opus-high","Yes","2430","0","124155","245","126830","0.06"
"2025-12-03T08:53:27.670Z","Included","claude-4.5-opus-high","Yes","144","0","124011","2305","126460","0.09"
"2025-12-03T08:53:19.467Z","Included","claude-4.5-opus-high","Yes","4791","0","119220","86","124097","0.07"
"2025-12-03T08:53:16.356Z","Included","claude-4.5-opus-high","Yes","243","369","118977","117","119706","0.05"
"2025-12-03T08:52:38.259Z","Included","claude-4.5-opus-high","Yes","3757","0","115220","245","119222","0.06"
"2025-12-03T08:52:34.135Z","Included","claude-4.5-opus-high","Yes","249","118","114971","144","115482","0.05"
"2025-12-03T08:49:51.663Z","Included","claude-4.5-opus-high","Yes","2608","0","112363","251","115222","0.06"
"2025-12-03T08:49:12.906Z","Included","claude-4.5-opus-high","Yes","2413","0","109950","122","112485","0.05"
"2025-12-03T08:49:06.130Z","Included","claude-4.5-opus-high","Yes","269","0","109681","2253","112203","0.08"
"2025-12-03T08:48:58.563Z","Included","claude-4.5-opus-high","Yes","643","0","109038","107","109788","0.04"
"2025-12-03T08:48:53.655Z","Included","claude-4.5-opus-high","Yes","576","160","108462","127","109325","0.04"
"2025-12-03T08:44:22.316Z","Included","claude-4.5-opus-high","Yes","2236","0","106226","578","109040","0.06"
"2025-12-03T08:44:16.683Z","Included","claude-4.5-opus-high","Yes","94899","158","11327","193","106577","0.44"
"2025-12-03T08:38:05.284Z","Included","claude-4.5-opus-high","Yes","203","0","105539","486","106228","0.05"
"2025-12-03T08:37:43.372Z","Included","claude-4.5-opus-high","Yes","1656","0","103883","188","105727","0.05"
"2025-12-03T08:37:27.358Z","Included","claude-4.5-opus-high","Yes","946","0","102937","229","104112","0.05"
"2025-12-03T08:36:54.809Z","Included","claude-4.5-opus-high","Yes","2721","0","100216","170","103107","0.05"
"2025-12-03T08:36:27.105Z","Included","claude-4.5-opus-high","Yes","1354","0","98862","2627","102843","0.09"
"2025-12-03T08:35:51.800Z","Included","claude-4.5-opus-high","Yes","2701","0","96161","190","99052","0.05"
"2025-12-03T08:34:14.408Z","Included","claude-4.5-opus-high","Yes","2156","0","94005","2575","98736","0.09"
"2025-12-03T08:34:04.196Z","Included","claude-4.5-opus-high","Yes","694","0","93311","274","94279","0.04"
"2025-12-03T08:33:56.930Z","Included","claude-4.5-opus-high","Yes","547","0","92764","97","93408","0.04"
"2025-12-03T08:33:47.140Z","Included","claude-4.5-opus-high","Yes","208","0","92556","171","92935","0.04"
"2025-12-03T08:33:39.309Z","Included","claude-4.5-opus-high","Yes","246","0","92310","102","92658","0.04"
"2025-12-03T08:33:30.096Z","Included","claude-4.5-opus-high","Yes","7413","0","84897","169","92479","0.07"
"2025-12-03T08:33:19.853Z","Included","claude-4.5-opus-high","Yes","181","0","84716","173","85070","0.03"
"2025-12-03T08:33:12.179Z","Included","claude-4.5-opus-high","Yes","352","0","84364","128","84844","0.03"
"2025-12-03T08:33:08.369Z","Included","claude-4.5-opus-high","Yes","899","134","83465","138","84636","0.04"
"2025-12-03T08:32:23.589Z","Included","claude-4.5-opus-high","Yes","8944","0","74521","901","84366","0.08"
"2025-12-03T08:32:14.188Z","Included","claude-4.5-opus-high","Yes","315","0","74206","113","74634","0.03"
"2025-12-03T08:31:45.992Z","Included","claude-4.5-opus-high","Yes","201","0","74005","159","74365","0.03"
"2025-12-03T08:31:37.072Z","Included","claude-4.5-opus-high","Yes","278","0","73727","148","74153","0.03"
"2025-12-03T08:31:30.276Z","Included","claude-4.5-opus-high","Yes","120","0","73607","158","73885","0.03"
"2025-12-03T08:30:45.322Z","Included","claude-4.5-opus-high","Yes","3844","0","69763","103","73710","0.04"
"2025-12-03T08:30:33.549Z","Included","claude-4.5-opus-high","Yes","1204","0","68559","3744","73507","0.10"
"2025-12-03T08:30:32.795Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:30:20.747Z","Included","claude-4.5-opus-high","Yes","13759","0","54800","319","68878","0.09"
"2025-12-03T08:30:19.838Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:30:12.182Z","Included","claude-4.5-opus-high","Yes","43473","1038","11327","236","56074","0.21"
"2025-12-03T08:27:08.328Z","Included","claude-4.5-opus-high","Yes","466","842","28168","99","29575","0.02"
"2025-12-03T08:26:17.779Z","Included","claude-4.5-opus-high","Yes","480","0","27688","468","28636","0.02"
"2025-12-03T08:26:07.472Z","Included","claude-4.5-opus-high","Yes","764","0","26924","386","28074","0.02"
"2025-12-03T08:25:52.789Z","Included","claude-4.5-opus-high","Yes","5073","0","21851","670","27594","0.04"
"2025-12-03T08:25:48.989Z","Included","claude-4.5-opus-high","Yes","10524","1502","11327","125","23478","0.06"
"2025-12-03T08:24:21.781Z","Included","composer-1","Yes","330","0","17280","580","18190","0.01"
"2025-12-03T08:24:19.088Z","Included","composer-1","Yes","523","0","16480","529","17532","0.01"
"2025-12-03T08:24:09.135Z","Included","composer-1","Yes","10246","0","6176","120","16542","0.01"
"2025-12-03T08:24:04.889Z","Included","composer-1","Yes","9327","0","6176","841","16344","0.02"
"2025-12-03T08:24:03.725Z","Included","composer-1","Yes","6597","0","6176","156","12929","0.01"
"2025-12-03T08:23:03.244Z","Included","composer-1","Yes","5681","0","6176","197","12054","0.01"
"2025-12-03T08:22:53.431Z","Included","composer-1","Yes","5557","0","6176","109","11842","0.01"
"2025-12-03T08:22:46.208Z","Included","composer-1","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:22:41.756Z","Included","composer-1","Yes","4935","0","6176","466","11577","0.01"
"2025-12-03T08:22:37.040Z","Included","composer-1","Yes","2027","0","6080","125","8232","0.005"
"2025-12-03T08:12:45.683Z","Included","claude-4.5-opus-high","Yes","1967","0","19540","346","21853","0.02"
"2025-12-03T08:12:38.438Z","Included","claude-4.5-opus-high","Yes","294","0","19246","1829","21369","0.04"
"2025-12-03T08:12:27.608Z","Included","claude-4.5-opus-high","Yes","4672","0","14574","241","19487","0.03"
"2025-12-03T08:12:27.318Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:12:23.507Z","Included","claude-4.5-opus-high","Yes","3247","1","11327","211","14786","0.02"
"2025-12-03T08:07:26.571Z","Included","claude-4.5-opus-high","Yes","410","65","68252","300","69027","0.03"
"2025-12-03T08:05:26.329Z","Included","claude-4.5-opus-high","Yes","2565","0","65687","412","68664","0.04"
"2025-12-03T08:05:17.742Z","Included","claude-4.5-opus-high","Yes","2688","0","62999","2438","68125","0.08"
"2025-12-03T08:05:08.476Z","Included","claude-4.5-opus-high","Yes","9510","0","53489","107","63106","0.06"
"2025-12-03T08:05:01.856Z","Included","claude-4.5-opus-high","Yes","645","0","52844","89","53578","0.02"
"2025-12-03T08:04:54.064Z","Included","claude-4.5-opus-high","Yes","820","0","52024","169","53013","0.03"
"2025-12-03T08:04:46.979Z","Included","claude-4.5-opus-high","Yes","524","0","51500","86","52110","0.02"
"2025-12-03T08:04:40.472Z","Included","claude-4.5-opus-high","Yes","4225","0","47275","157","51657","0.04"
"2025-12-03T08:04:31.901Z","Included","claude-4.5-opus-high","Yes","2844","0","44431","159","47434","0.03"
"2025-12-03T08:04:30.875Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T08:04:19.771Z","Included","claude-4.5-opus-high","Yes","222","0","44209","224","44655","0.02"
"2025-12-03T08:04:07.687Z","Included","claude-4.5-opus-high","Yes","367","0","43842","156","44365","0.02"
"2025-12-03T08:03:57.816Z","Included","claude-4.5-opus-high","Yes","32515","109","11327","138","44089","0.15"
"2025-12-03T07:53:56.415Z","Included","claude-4.5-opus-high","Yes","2424","0","40885","535","43844","0.04"
"2025-12-03T07:53:52.355Z","Included","claude-4.5-opus-high","Yes","1812","0","39073","2297","43182","0.06"
"2025-12-03T07:53:46.579Z","Included","claude-4.5-opus-high","Yes","330","0","38743","97","39170","0.02"
"2025-12-03T07:53:39.915Z","Included","claude-4.5-opus-high","Yes","5628","0","33115","185","38928","0.04"
"2025-12-03T07:53:38.900Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:37.185Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:28.522Z","Included","claude-4.5-opus-high","Yes","5976","0","27139","300","33415","0.04"
"2025-12-03T07:53:27.170Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:25.230Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:18.664Z","Included","claude-4.5-opus-high","Yes","4252","0","22887","424","27563","0.04"
"2025-12-03T07:53:17.515Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:16.253Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:05.631Z","Included","claude-4.5-opus-high","Yes","4972","0","17915","354","23241","0.04"
"2025-12-03T07:53:03.771Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:53:02.289Z","Included","claude-4.5-opus-high","Yes","6588","77","11327","259","18251","0.04"
"2025-12-03T07:47:22.100Z","Included","claude-4.5-opus-high","Yes","993","0","16486","438","17917","0.02"
"2025-12-03T07:47:15.043Z","Included","claude-4.5-opus-high","Yes","239","0","16247","866","17352","0.02"
"2025-12-03T07:47:07.405Z","Included","claude-4.5-opus-high","Yes","2659","0","13588","186","16433","0.02"
"2025-12-03T07:47:05.652Z","Included","claude-4.5-opus-high","Yes","2261","1","11327","106","13695","0.02"
"2025-12-03T07:18:22.780Z","Included","claude-4.5-opus-high","Yes","4036","0","86861","434","91331","0.06"
"2025-12-03T07:18:15.289Z","Included","claude-4.5-opus-high","Yes","4620","0","82241","134","86995","0.05"
"2025-12-03T07:18:14.206Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:18:03.084Z","Included","claude-4.5-opus-high","Yes","5334","0","76907","221","82462","0.06"
"2025-12-03T07:18:01.813Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T07:17:58.251Z","Included","claude-4.5-opus-high","Yes","2579","29","74328","270","77206","0.04"
"2025-12-03T07:17:26.706Z","Included","claude-4.5-opus-high","Yes","63001","2084","11327","497","76909","0.30"
"2025-12-03T07:15:47.870Z","Included","claude-4.5-opus-high","Yes","43","916","41065","390","42414","0.03"
"2025-12-03T07:13:24.357Z","Included","claude-4.5-opus-high","Yes","831","0","40234","45","41110","0.02"
"2025-12-03T07:13:20.162Z","Included","claude-4.5-opus-high","Yes","28907","48","11327","625","40907","0.15"
"2025-12-03T07:02:50.943Z","Included","claude-4.5-opus-high","Yes","478","42","39550","166","40236","0.02"
"2025-12-03T07:02:18.369Z","Included","claude-4.5-opus-high","Yes","28223","54","11327","426","40030","0.14"
"2025-12-03T07:01:44.752Z","Included","claude-4.5-opus-high-thinking","Yes","2494","6","12962","569","16031","0.03"
"2025-12-03T07:01:40.096Z","Included","claude-4.5-opus-high-thinking","Yes","1635","8","11327","181","13151","0.01"
"2025-12-03T06:58:36.789Z","Included","claude-4.5-opus-high-thinking","Yes","1469","5","122829","273","124576","0.06"
"2025-12-03T06:58:29.330Z","Included","claude-4.5-opus-high-thinking","Yes","2812","5","120017","1341","124175","0.08"
"2025-12-03T06:58:23.617Z","Included","claude-4.5-opus-high-thinking","Yes","284","2563","119733","190","122770","0.06"
"2025-12-03T06:57:40.739Z","Included","claude-4.5-opus-high-thinking","Yes","2285","5","117448","279","120017","0.06"
"2025-12-03T06:57:33.766Z","Included","claude-4.5-opus-high-thinking","Yes","564","5","116884","2111","119564","0.08"
"2025-12-03T06:57:29.013Z","Included","claude-4.5-opus-high-thinking","Yes","260","325","116624","179","117388","0.05"
"2025-12-03T06:56:47.469Z","Included","claude-4.5-opus-high-thinking","Yes","1794","5","114830","255","116884","0.05"
"2025-12-03T06:56:39.861Z","Included","claude-4.5-opus-high-thinking","Yes","324","5","114506","1663","116498","0.07"
"2025-12-03T06:56:32.527Z","Included","claude-4.5-opus-high-thinking","Yes","103179","46","11327","219","114771","0.47"
"2025-12-03T06:44:51.359Z","Included","claude-4.5-opus-high","Yes","1252","0","37481","819","39552","0.03"
"2025-12-03T06:44:50.650Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T06:44:40.708Z","Included","claude-4.5-opus-high","Yes","1599","0","35882","226","37707","0.02"
"2025-12-03T06:44:39.795Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T06:44:27.568Z","Included","claude-4.5-opus-high","Yes","6101","0","29781","253","36135","0.04"
"2025-12-03T06:44:26.221Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-03T06:44:23.067Z","Included","claude-4.5-opus-high","Yes","273","42","29508","205","30028","0.02"
"2025-12-03T06:44:10.706Z","Included","claude-4.5-opus-high","Yes","89","65","29419","210","29783","0.02"
"2025-12-03T06:42:37.148Z","Included","claude-4.5-opus-high","Yes","471","0","28948","91","29510","0.01"
"2025-12-03T06:42:32.521Z","Included","claude-4.5-opus-high","Yes","17621","70","11327","307","29325","0.09"
"2025-12-03T06:41:07.087Z","Included","claude-4.5-opus-high-thinking","Yes","312","6","29686","647","30651","0.02"
"2025-12-03T06:40:52.596Z","Included","claude-4.5-opus-high-thinking","Yes","672","6","29014","211","29903","0.02"
"2025-12-03T06:40:38.266Z","Included","claude-4.5-opus-high-thinking","Yes","1179","6","27835","571","29591","0.03"
"2025-12-03T06:40:16.547Z","Included","claude-4.5-opus-high-thinking","Yes","10071","6","17764","1089","28930","0.07"
"2025-12-03T06:40:15.275Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T06:40:14.371Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T06:40:09.976Z","Included","claude-4.5-opus-high-thinking","Yes","484","106","17280","346","18216","0.02"
"2025-12-03T06:38:39.518Z","Included","claude-4.5-opus-high-thinking","Yes","1278","6","16002","481","17767","0.02"
"2025-12-03T06:38:28.390Z","Included","claude-4.5-opus-high-thinking","Yes","2845","6","13157","1120","17128","0.04"
"2025-12-03T06:38:22.812Z","Included","claude-4.5-opus-high-thinking","Yes","1830","8","11327","285","13450","0.02"
"2025-12-03T06:28:49.703Z","Included","claude-4.5-opus-high-thinking","Yes","4270","55","109376","809","114510","0.07"
"2025-12-03T06:27:39.632Z","Included","claude-4.5-opus-high-thinking","Yes","4164","3472","105212","803","113651","0.08"
"2025-12-03T06:22:57.510Z","Included","claude-4.5-opus-high-thinking","Yes","284","5","108993","94","109376","0.04"
"2025-12-03T06:22:53.627Z","Included","claude-4.5-opus-high-thinking","Yes","3781","34","105212","179","109206","0.06"
"2025-12-03T06:22:02.816Z","Included","claude-4.5-opus-high-thinking","Yes","874","3200","104338","584","108996","0.06"
"2025-12-03T06:18:19.259Z","Included","claude-4.5-opus-high-thinking","Yes","1137","89","103201","788","105215","0.06"
"2025-12-03T06:15:31.224Z","Included","claude-4.5-opus-high-thinking","Yes","91874","710","11327","429","104340","0.43"
"2025-12-03T04:49:06.670Z","Included","claude-4.5-opus-high-thinking","Yes","20552","87","82431","131","103201","0.12"
"2025-12-03T04:43:51.748Z","Included","claude-4.5-opus-high-thinking","Yes","3120","5","99545","278","102948","0.05"
"2025-12-03T04:43:34.587Z","Included","claude-4.5-opus-high-thinking","Yes","5239","5","94306","3015","102565","0.11"
"2025-12-03T04:43:22.997Z","Included","claude-4.5-opus-high-thinking","Yes","4998","5","89308","208","94519","0.06"
"2025-12-03T04:43:11.736Z","Included","claude-4.5-opus-high-thinking","Yes","342","5","88966","297","89610","0.04"
"2025-12-03T04:43:01.558Z","Included","claude-4.5-opus-high-thinking","Yes","6535","5","82431","282","89253","0.06"
"2025-12-03T04:43:00.904Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T04:42:54.453Z","Included","claude-4.5-opus-high-thinking","Yes","376","5","82055","246","82682","0.04"
"2025-12-03T04:42:50.663Z","Included","claude-4.5-opus-high-thinking","Yes","593","120","81462","155","82330","0.04"
"2025-12-03T04:41:29.674Z","Included","claude-4.5-opus-high-thinking","Yes","767","5","80695","589","82056","0.04"
"2025-12-03T04:41:16.484Z","Included","claude-4.5-opus-high-thinking","Yes","5152","5","75543","325","81025","0.06"
"2025-12-03T04:41:11.056Z","Included","claude-4.5-opus-high-thinking","Yes","1720","42","73823","303","75888","0.04"
"2025-12-03T04:40:16.020Z","Included","claude-4.5-opus-high-thinking","Yes","178","977","73645","749","75549","0.04"
"2025-12-03T04:38:50.547Z","Included","claude-4.5-opus-high-thinking","Yes","1692","5","71953","173","73823","0.04"
"2025-12-03T04:38:41.570Z","Included","claude-4.5-opus-high-thinking","Yes","3961","5","67992","1573","73531","0.07"
"2025-12-03T04:38:35.380Z","Included","claude-4.5-opus-high-thinking","Yes","1168","5","66824","175","68172","0.03"
"2025-12-03T04:38:27.062Z","Included","claude-4.5-opus-high-thinking","Yes","1340","5","65484","230","67059","0.03"
"2025-12-03T04:38:20.231Z","Included","claude-4.5-opus-high-thinking","Yes","1604","5","63880","190","65679","0.03"
"2025-12-03T04:38:12.602Z","Included","claude-4.5-opus-high-thinking","Yes","608","5","63272","218","64103","0.03"
"2025-12-03T04:38:09.154Z","Included","claude-4.5-opus-high-thinking","Yes","158","66","63114","168","63506","0.03"
"2025-12-03T04:36:44.771Z","Included","claude-4.5-opus-high-thinking","Yes","1695","5","61419","153","63272","0.03"
"2025-12-03T04:36:41.414Z","Included","claude-4.5-opus-high-thinking","Yes","1297","57","60122","1486","62962","0.05"
"2025-12-03T04:35:54.193Z","Included","claude-4.5-opus-high-thinking","Yes","1634","198","58488","1102","61422","0.05"
"2025-12-03T04:34:29.596Z","Included","claude-4.5-opus-high-thinking","Yes","712","5","57776","1633","60126","0.05"
"2025-12-03T04:34:20.523Z","Included","claude-4.5-opus-high-thinking","Yes","1362","5","56414","218","57999","0.03"
"2025-12-03T04:34:07.428Z","Included","claude-4.5-opus-high-thinking","Yes","4615","5","51799","216","56635","0.04"
"2025-12-03T04:34:03.063Z","Included","claude-4.5-opus-high-thinking","Yes","1167","48","50632","182","52029","0.03"
"2025-12-03T04:33:17.814Z","Included","claude-4.5-opus-high-thinking","Yes","39305","509","11327","662","51803","0.19"
"2025-12-03T04:19:03.291Z","Included","claude-4.5-opus-high-thinking","Yes","746","2755","44059","3075","50635","0.08"
"2025-12-03T04:18:16.530Z","Included","claude-4.5-opus-high-thinking","Yes","552","39","43507","713","44811","0.03"
"2025-12-03T04:16:58.665Z","Included","claude-4.5-opus-high-thinking","Yes","5568","5","37939","550","44062","0.05"
"2025-12-03T04:16:52.328Z","Included","claude-4.5-opus-high-thinking","Yes","402","816","37537","307","39062","0.02"
"2025-12-03T04:14:55.371Z","Included","claude-4.5-opus-high-thinking","Yes","991","36","36546","368","37941","0.02"
"2025-12-03T04:13:55.777Z","Included","claude-4.5-opus-high-thinking","Yes","4971","5","31575","995","37546","0.05"
"2025-12-03T04:13:51.969Z","Included","claude-4.5-opus-high-thinking","Yes","752","127","30823","186","31888","0.02"
"2025-12-03T04:12:55.007Z","Included","claude-4.5-opus-high-thinking","Yes","19496","76","11327","680","31579","0.10"
"2025-12-03T04:03:10.315Z","Included","claude-4.5-opus-high-thinking","Yes","18158","578","11327","761","30824","0.10"
"2025-12-03T03:57:17.653Z","Included","claude-4.5-opus-high-thinking","Yes","5271","5","23448","763","29487","0.05"
"2025-12-03T03:57:08.003Z","Included","claude-4.5-opus-high-thinking","Yes","845","5","22603","146","23599","0.01"
"2025-12-03T03:56:52.246Z","Included","claude-4.5-opus-high-thinking","Yes","4481","5","18122","301","22909","0.03"
"2025-12-03T03:56:41.140Z","Included","claude-4.5-opus-high-thinking","Yes","4984","5","13138","228","18355","0.03"
"2025-12-03T03:56:34.999Z","Included","claude-4.5-opus-high-thinking","Yes","239","7","12899","350","13495","0.01"
"2025-12-03T03:56:14.367Z","Included","claude-4.5-opus-high-thinking","Yes","1572","8","11327","95","13002","0.01"
"2025-12-03T03:54:09.229Z","Included","claude-4.5-opus-high-thinking","Yes","2297","6","156100","176","158579","0.07"
"2025-12-03T03:54:00.466Z","Included","claude-4.5-opus-high-thinking","Yes","493","6","155607","2164","158270","0.10"
"2025-12-03T03:53:56.246Z","Included","claude-4.5-opus-high-thinking","Yes","795","295","154812","139","156041","0.06"
"2025-12-03T03:53:33.368Z","Included","claude-4.5-opus-high-thinking","Yes","644","114","154168","685","155611","0.07"
"2025-12-03T03:49:13.609Z","Included","claude-4.5-opus-high-thinking","Yes","1409","6","152759","639","154813","0.07"
"2025-12-03T03:48:55.072Z","Included","claude-4.5-opus-high-thinking","Yes","5164","6","147595","1282","154047","0.10"
"2025-12-03T03:48:53.476Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:48:43.842Z","Included","claude-4.5-opus-high-thinking","Yes","24388","6","123207","430","148031","0.16"
"2025-12-03T03:48:35.461Z","Included","claude-4.5-opus-high-thinking","Yes","821","6","122386","156","123369","0.05"
"2025-12-03T03:48:25.577Z","Included","claude-4.5-opus-high-thinking","Yes","672","6","121714","212","122604","0.05"
"2025-12-03T03:48:10.400Z","Included","claude-4.5-opus-high-thinking","Yes","10949","6","110765","292","122012","0.09"
"2025-12-03T03:48:09.440Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:48:04.814Z","Included","claude-4.5-opus-high-thinking","Yes","485","79","110280","314","111158","0.05"
"2025-12-03T03:44:53.096Z","Included","claude-4.5-opus-high-thinking","Yes","2781","6","107499","480","110766","0.06"
"2025-12-03T03:44:38.465Z","Included","claude-4.5-opus-high-thinking","Yes","234","6","107265","2653","110158","0.09"
"2025-12-03T03:44:23.421Z","Included","claude-4.5-opus-high-thinking","Yes","6528","6","100737","172","107443","0.07"
"2025-12-03T03:44:22.641Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:44:15.848Z","Included","claude-4.5-opus-high-thinking","Yes","817","6","99920","239","100982","0.04"
"2025-12-03T03:44:11.898Z","Included","claude-4.5-opus-high-thinking","Yes","305","512","99615","205","100637","0.04"
"2025-12-03T03:41:42.297Z","Included","claude-4.5-opus-high-thinking","Yes","1675","6","97940","300","99921","0.05"
"2025-12-03T03:41:33.578Z","Included","claude-4.5-opus-high-thinking","Yes","350","574","97590","1000","99514","0.06"
"2025-12-03T03:40:34.217Z","Included","claude-4.5-opus-high-thinking","Yes","775","6","96815","347","97943","0.04"
"2025-12-03T03:40:18.743Z","Included","claude-4.5-opus-high-thinking","Yes","2195","6","94620","625","97446","0.06"
"2025-12-03T03:40:04.494Z","Included","claude-4.5-opus-high-thinking","Yes","5887","6","88733","316","94942","0.06"
"2025-12-03T03:40:02.627Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:39:54.546Z","Included","claude-4.5-opus-high-thinking","Yes","146","116","88587","516","89365","0.04"
"2025-12-03T03:38:25.508Z","Included","claude-4.5-opus-high-thinking","Yes","394","6","88193","141","88734","0.04"
"2025-12-03T03:38:16.320Z","Included","claude-4.5-opus-high-thinking","Yes","8392","6","79801","275","88474","0.07"
"2025-12-03T03:38:14.464Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:38:07.346Z","Included","claude-4.5-opus-high-thinking","Yes","897","109","78904","476","80386","0.04"
"2025-12-03T03:35:22.320Z","Included","claude-4.5-opus-high-thinking","Yes","11547","6","67357","904","79814","0.09"
"2025-12-03T03:35:13.447Z","Included","claude-4.5-opus-high-thinking","Yes","1734","6556","65623","4890","78803","0.14"
"2025-12-03T03:34:25.264Z","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:34:14.114Z","Included","claude-4.5-opus-high-thinking","Yes","1589","6","65623","309","67527","0.04"
"2025-12-03T03:34:13.013Z","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","0.00"
"2025-12-03T03:31:01.832Z","Included","claude-4.5-opus-high-thinking","Yes","11692","6","53931","423","66052","0.08"
